raw_relation,normalized_relation,count
HAS_MODERATE_CONTENT_IN,HAS_OR_EXHIBITS,1
HAS_WIDER_TOLERANCE_THAN,HAS_OR_EXHIBITS,1
CAUSES_NEED_FOR,CAUSES_OR_CONTRIBUTES_TO,1
DEGRADES_EFFECTIVENESS_OF,REDUCES_OR_INHIBITS,1
EXCEEDS_OR_MEETS_THRESHOLD_FOR,COMPARES_WITH,1
IS_DISTINGUISHED_IN,OTHER,1
SIGNIFICANTLY_INCREASES_HARDENABILITY_OF,PROMOTES_OR_INCREASES,1
ENCODING_RULE,OTHER,1
MAY_BE_IDENTIFIED_BY,OBSERVES_OR_MEASURES,1
CAUSES_POOR_SURFACE_QUALITY_IN,CAUSES_OR_CONTRIBUTES_TO,1
AGGRAVATES_SURFACE_DEFECTS_IN,OTHER,1
STRENGTHENS_AND_HARDENABILITY_ENHANCES,PROMOTES_OR_INCREASES,1
CONTROLS_GRAIN_SIZE_IN,AFFECTS_OR_INFLUENCES,1
IMPROVES_HOT_ROLLABILITY_OF,PROMOTES_OR_INCREASES,1
REDUCES_HARDENABILITY_OF,REDUCES_OR_INHIBITS,1
CONTROLS_INCLUSIONS_IN,AFFECTS_OR_INFLUENCES,1
USED_IN_PROCESS_OF,USES_OR_APPLIES_TO,1
CAN_ADJUST_PROPERTIES_OF,OTHER,1
MADE_USING,OTHER,1
FORMS_HOLE_IN,PRODUCES_OR_TRANSFORMS_TO,1
SHOULD_BE_MINIMIZED,REDUCES_OR_INHIBITS,1
IS_INSPECTED_BY,OTHER,1
GUIDES_PROCESS,DESCRIBES_OR_DEFINES,1
HAS_RATE_MEASURE,HAS_OR_EXHIBITS,1
ALSO_REFERRED_AS,OTHER,1
PROVIDES_HEAT_AND_FILLER,PROMOTES_OR_INCREASES,1
ENABLES_PRESSURE_TRANSFER_TO,PROMOTES_OR_INCREASES,1
MORPHOLOGICAL_SIMILARITY,COMPARES_WITH,1
REQUIRES_CONTROL_WITHIN,AFFECTS_OR_INFLUENCES,1
IS_STEP_IN,OTHER,1
USES_SIMILAR_MEDIUM,USES_OR_APPLIES_TO,1
OBSERVABLE_WITH,OBSERVES_OR_MEASURES,1
PRECEDES_IN_PROCESS,PROCESSED_OR_SUBJECTED_TO,1
MEASURES_LIFESPAN_OF,OBSERVES_OR_MEASURES,1
DESCRIBES_ALIGNMENT_OF,DESCRIBES_OR_DEFINES,1
IS_GEOMETRIC_FEATURE_OF,HAS_OR_EXHIBITS,1
CAUSES_MISALIGNMENT_IN,CAUSES_OR_CONTRIBUTES_TO,1
RESULTS_FROM_ANISOTROPY_IN,CAUSES_OR_CONTRIBUTES_TO,1
GUIDES_DEFORMATION_OF,DESCRIBES_OR_DEFINES,1
SELECTED_AS_BASIS_FOR_ANALYSIS_OF,OTHER,1
DESCRIBES_CONDITION_FOR,DESCRIBES_OR_DEFINES,1
CONTAINS_MATRIX_OF,CONTAINS_OR_PART_OF,1
CONTAINS_DISPERSION_OF,CONTAINS_OR_PART_OF,1
REQUIRES_PURIFIED_INPUT_FROM,DEPENDS_ON_OR_REQUIRES,1
GENERATES_HEAT_FOR,PRODUCES_OR_TRANSFORMS_TO,1
USES_ELECTROLYSIS,USES_OR_APPLIES_TO,1
MEASURES_CHANGE_OF,OBSERVES_OR_MEASURES,1
APPLIED_OVER,USES_OR_APPLIES_TO,1
ACTS_AS_ANODE_FOR,OTHER,1
TYPICALLY_PROCESSED_BY,PROCESSED_OR_SUBJECTED_TO,1
PRIMARILY_MADE_FROM,OTHER,1
SOMETIMES_MADE_FROM,OTHER,1
REPRESENTS_GRADE_OF,DESCRIBES_OR_DEFINES,1
HIGHLY_SENSITIVE_TO,OTHER,1
CAUSED_IN,CAUSES_OR_CONTRIBUTES_TO,1
DELIVERED_AS,OTHER,1
COMPOSITION_DOCUMENTED_IN,OTHER,1
MECHANICAL_PROPERTIES_DOCUMENTED_IN,OTHER,1
OVERVIEW_PROVIDED_IN,PROMOTES_OR_INCREASES,1
CONTAINS_VALUES_FOR,CONTAINS_OR_PART_OF,1
REPLACED_SPEC_IN,PRODUCES_OR_TRANSFORMS_TO,1
NOT_SUBJECT_TO,PROCESSED_OR_SUBJECTED_TO,1
HAS_HIGHER_SURFACE_REQUIREMENT_THAN,HAS_OR_EXHIBITS,1
USES_TERM,USES_OR_APPLIES_TO,1
REQUIRES_ADDITIONAL,PROCESSED_OR_SUBJECTED_TO,1
MAY_REQUIRE_FOLLOWED_BY,DEPENDS_ON_OR_REQUIRES,1
USED_IN_DIFFERENT_CONTEXT_THAN,USES_OR_APPLIES_TO,1
ASSESSED_VIA_DIRECTIONAL_TESTING,OBSERVES_OR_MEASURES,1
SHARES_ANISOTROPY_WITH,OTHER,1
CAN_AVOID,OTHER,1
GUIDES_AVOIDANCE_OF,DESCRIBES_OR_DEFINES,1
HAS_DEEPER_HARDENABILITY_THAN,HAS_OR_EXHIBITS,1
SHARES_APPLICATION_DOMAIN,USES_OR_APPLIES_TO,1
MATCHES_IN_TOUGHNESS,CORRELATES_WITH,1
BECOMES_SENSITIVE_TO,OTHER,1
ACHIEVES_OPTIMAL_MACHINABILITY_VIA,OTHER,1
HAS_NOMINAL_YIELD_STRENGTH_OF,HAS_OR_EXHIBITS,1
SHARES_PROCESS,PROCESSED_OR_SUBJECTED_TO,1
IS_DESCRIBED_IN,DESCRIBES_OR_DEFINES,1
ENABLES_ACCEPTABLE_PLASTICITY_WHEN,PROMOTES_OR_INCREASES,1
RETAINS_TOUGHNESS_ABOVE,OTHER,1
EXHIBITS_BALANCE_OF,HAS_OR_EXHIBITS,1
RE-AUSTENITIZES,OTHER,1
HAS_LOWER_ABRASION_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
HAS_HIGHER_ABRASION_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_ADVANTAGE_IN,HAS_OR_EXHIBITS,1
HAS_LONGER_SERVICE_LIFE_THAN,HAS_OR_EXHIBITS,1
DEGRADATION_RATE_SLIGHTLY_LOWER_THAN,REDUCES_OR_INHIBITS,1
HAS_DIFFERENT_CORROSION_BEHAVIOR_THAN,HAS_OR_EXHIBITS,1
EVALUATES_UNDER,OBSERVES_OR_MEASURES,1
HAS_HIGHER_ABRASIVE_WEAR_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
SHARES_LIMITED_IMPACT_WEAR_RESISTANCE_WITH,AFFECTS_OR_INFLUENCES,1
EXHIBITS_SMALL_EFFECT_OF,HAS_OR_EXHIBITS,1
EXHIBITS_LARGE_EFFECT_OF,HAS_OR_EXHIBITS,1
REQUIRES_FOR_HARDNESS,DEPENDS_ON_OR_REQUIRES,1
REQUIRES_MORE_SEVERE_QUENCH_THAN,DEPENDS_ON_OR_REQUIRES,1
OCCURS_DURING_FORMATION_OF,PRODUCES_OR_TRANSFORMS_TO,1
HAS_ESSENCE_OF,HAS_OR_EXHIBITS,1
REQUIRES_HIGHER_TEMPERING_TEMPERATURE_THAN,DEPENDS_ON_OR_REQUIRES,1
EXHIBITS_HIGH_TOUGHNESS_IN,HAS_OR_EXHIBITS,1
EXPENSIVELY_ENHANCES_HARDENABILITY_BUT_IMPROVES_TOUGHNESS_OF,PROMOTES_OR_INCREASES,1
HAS_POOR_NOTCH_TOUGHNESS_COMPARED_TO,HAS_OR_EXHIBITS,1
CAUSES_INHOMOGENEOUS_HARDENABILITY_IN,CAUSES_OR_CONTRIBUTES_TO,1
ENABLES_MONITORING_FOR,PROMOTES_OR_INCREASES,1
CAUSES_PEAK_WEAR_AT,CAUSES_OR_CONTRIBUTES_TO,1
MODULATES_IMPORTANCE_OF,AFFECTS_OR_INFLUENCES,1
CAN_CONTRIBUTE_TO,CAUSES_OR_CONTRIBUTES_TO,1
ENABLES_COMPARISON_DESPITE,PROMOTES_OR_INCREASES,1
CAUSES_MAXIMAL_WEAR_ON,CAUSES_OR_CONTRIBUTES_TO,1
OUTPERFORMS_IN_WEAR_RESISTANCE,REDUCES_OR_INHIBITS,1
PART_OF_COMPARATIVE_STUDY_WITH,CONTAINS_OR_PART_OF,1
CAUSES_INTERGRANULAR_FRACTURE,CAUSES_OR_CONTRIBUTES_TO,1
HAS_HIGHER_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
RESISTS_MORE_THAN,REDUCES_OR_INHIBITS,1
INDUCES_PROPERTY_CHANGE,CAUSES_OR_CONTRIBUTES_TO,1
HAS_SHALLOW,HAS_OR_EXHIBITS,1
HAS_DEEP,HAS_OR_EXHIBITS,1
HAS_LOWER_TRANSFORMATION_TEMPERATURE_THAN,HAS_OR_EXHIBITS,1
SHARES_EFFECT_WITH,OTHER,1
REQUIRED_AFTER,DEPENDS_ON_OR_REQUIRES,1
EXHIBITS_HIGHER_ENERGY_ABSORPTION_THAN,HAS_OR_EXHIBITS,1
IS_SEVERE_FORM_OF,PRODUCES_OR_TRANSFORMS_TO,1
CAUSES_FAILURE_IF_APPLIED_AFTER,CAUSES_OR_CONTRIBUTES_TO,1
CAN_MITIGATE,REDUCES_OR_INHIBITS,1
PARTIALLY_REDUCE,CONTAINS_OR_PART_OF,1
CAUSES_ACCELERATION,CAUSES_OR_CONTRIBUTES_TO,1
DETERMINES_FINAL_CRACK_LENGTH_FOR,AFFECTS_OR_INFLUENCES,1
STUDYING,OTHER,1
CONTAINS_BASE_METAL,CONTAINS_OR_PART_OF,1
EVALUATED_CORROSION_PERFORMANCE_OF,OBSERVES_OR_MEASURES,1
EXCLUDES_FROM_STANDARD,NO_EFFECT_OR_EXCLUDES,1
SUPPORTS_COMPLIANCE_WITH,PROMOTES_OR_INCREASES,1
INFLUENCES_CONSUMPTION_OF,AFFECTS_OR_INFLUENCES,1
RAISES_FORMING_TEMPERATURE_OF,PRODUCES_OR_TRANSFORMS_TO,1
REQUIRES_EMBRITTLEMENT_OF,DEPENDS_ON_OR_REQUIRES,1
STABILIZES_AT_HIGH_TEMPERATURE,PROMOTES_OR_INCREASES,1
MEASURES_PROPERTIES_OF,OBSERVES_OR_MEASURES,1
YIELDS_PROPERTIES,PRODUCES_OR_TRANSFORMS_TO,1
EXHIBITS_ANOMALOUS_BEHAVIOR_IN,HAS_OR_EXHIBITS,1
USED_IN_TESTING_FOR,USES_OR_APPLIES_TO,1
GOVERNS_TESTING_OF,AFFECTS_OR_INFLUENCES,1
INDUCES_PHASE,HAS_OR_EXHIBITS,1
LIMITS_USE_IN,REDUCES_OR_INHIBITS,1
IS_INTERMEDIATE_PRODUCT_OF,PRODUCES_OR_TRANSFORMS_TO,1
IS_ENHANCED_WITH,PROMOTES_OR_INCREASES,1
SLIGHTLY_IMPROVES_CORROSION_RESISTANCE_OF,PROMOTES_OR_INCREASES,1
APPROACHES_DENSITY_OF,OTHER,1
REQUIRES_COMBINATION_WITH,INTERACTS_WITH,1
MAXIMIZES_HARDNESS_OF,OTHER,1
ACHIEVES_HIGHER_DENSITY_THAN,OTHER,1
ADDED_TO_FACILITATE,PROMOTES_OR_INCREASES,1
ADDED_TO_PROVIDE,PROMOTES_OR_INCREASES,1
ADDED_TO_ENHANCE,PROMOTES_OR_INCREASES,1
IS_CORE_PROCESS_OF,PROCESSED_OR_SUBJECTED_TO,1
REDUCES_TENDENCY_OF,REDUCES_OR_INHIBITS,1
PROTECTS_AND_CONTROLS,AFFECTS_OR_INFLUENCES,1
HAS_TEMPERING_TEMPERATURE,HAS_OR_EXHIBITS,1
DECREASES_STRENGTH,REDUCES_OR_INHIBITS,1
IS_KEY_ELEMENT_IN,CONTAINS_OR_PART_OF,1
LOWERS_SINTERING_TEMPERATURE_OF,OTHER,1
HAS_HIGHER_TOLERANCE_IN,HAS_OR_EXHIBITS,1
HAS_DIFFERENT_EFFECT_IN,HAS_OR_EXHIBITS,1
IMPROVES_CUTTING_PERFORMANCE_OF,PROMOTES_OR_INCREASES,1
EXHIBITS_CORROSION_DUE_TO,HAS_OR_EXHIBITS,1
INPUT_OF,OTHER,1
IS_USED_IN_FORMULA_FOR,USES_OR_APPLIES_TO,1
EXHIBITS_HYSTERESIS,HAS_OR_EXHIBITS,1
DETECTS_PARTICLES_OF,CONTAINS_OR_PART_OF,1
USES_SAME_HEAT_SOURCE_AS,USES_OR_APPLIES_TO,1
HAS_HOMONYM,HAS_OR_EXHIBITS,1
SPECIFIC_CASE_OF,OTHER,1
IS_A_CHARACTERISTIC_OF,IS_A,1
ANALYZED_DURING,OBSERVES_OR_MEASURES,1
CHANNELS,OTHER,1
MUST_BE_REMOVABLE_FROM,OTHER,1
OCCURS_IN_SAME_REGION_AS,LOCATED_OR_OCCURS_IN,1
OFTEN_ACCOMPANIED_BY,OTHER,1
IS_ABRASIVE_IN,IS_A,1
ADVERSELY_IMPACTS,AFFECTS_OR_INFLUENCES,1
HAS_DISTRIBUTION_CHARACTERISTIC,HAS_OR_EXHIBITS,1
EXPERIENCES_DURING_SOLIDIFICATION,TEMPORAL_ORDER,1
FAILS_TO_REDUCE,REDUCES_OR_INHIBITS,1
USES_NOMENCLATURE,USES_OR_APPLIES_TO,1
EXHIBITS_LIMITED_COLD_FORMABILITY_DUE_TO,HAS_OR_EXHIBITS,1
REQUIRES_CONSIDERATION_IN_SELECTION,DEPENDS_ON_OR_REQUIRES,1
PRE-TREATED_TO_AVOID,PROCESSED_OR_SUBJECTED_TO,1
DIFFERS_FROM_BY_ADDING,PROCESSED_OR_SUBJECTED_TO,1
ENHANCED_BY_ADDING,PROMOTES_OR_INCREASES,1
HAS_SIMILAR_PROPERTIES_TO_IN_ANNEALED_STATE,HAS_OR_EXHIBITS,1
ALSO_SUPPLIED_AS,OTHER,1
MAY_BE_USED_AS,USES_OR_APPLIES_TO,1
COMMONLY_AFFECTS,AFFECTS_OR_INFLUENCES,1
REVERSIBLE_BY_HEAT_TREATMENT,PROCESSED_OR_SUBJECTED_TO,1
INDUCES_SENSITIVITY_IN,CAUSES_OR_CONTRIBUTES_TO,1
USED_IN_HIGH_TEMP_WITH,USES_OR_APPLIES_TO,1
INDIRECTLY_AFFECTS_FORMATION_OF,AFFECTS_OR_INFLUENCES,1
REQUIRES_AFTER_FORMING,PRODUCES_OR_TRANSFORMS_TO,1
RISK_IN,OTHER,1
BECOMES_DIFFICULT_WITH_HIGH_ALLOY_CONTENT,OTHER,1
REQUIRES_MORE_POWER_THAN,DEPENDS_ON_OR_REQUIRES,1
SENSITIVE_TO_COOLING_IN,OTHER,1
MAY_PREVENT,REDUCES_OR_INHIBITS,1
NO_EFFECT_ON_FORMATION_OF,PRODUCES_OR_TRANSFORMS_TO,1
MAY_REQUIRE_ANNEALING_IF_EXPOSED_TO,PROCESSED_OR_SUBJECTED_TO,1
REQUIRES_POST_PROCESSING,PROCESSED_OR_SUBJECTED_TO,1
REQUIRED_TO_MITIGATE,REDUCES_OR_INHIBITS,1
CAUSES_PREMATURE_TOOL_FAILURE_IN,CAUSES_OR_CONTRIBUTES_TO,1
EXHIBITS_SIMILAR_MACHINABILITY_TO,HAS_OR_EXHIBITS,1
EXHIBITS_GREATER_VARIATION_IN,HAS_OR_EXHIBITS,1
IS_MORE_MACHINABLE_THAN,OTHER,1
REQUIRES_CAREFUL_GRINDING_WITH,DEPENDS_ON_OR_REQUIRES,1
PRESERVES_PROPERTIES,PROMOTES_OR_INCREASES,1
MAINTAINS_IN_HIGH_TEMP_CORROSIVE_ENV,OTHER,1
RARELY_WELDED_BY,OTHER,1
REQUIRES_ALTERNATIVE_OF,AFFECTS_OR_INFLUENCES,1
HAS_NARROWER_RANGE_THAN,HAS_OR_EXHIBITS,1
OCCURS_DURING_COOLING_THROUGH,LOCATED_OR_OCCURS_IN,1
MODULATES_RESISTANCE_TO,AFFECTS_OR_INFLUENCES,1
BENEFITS_EVEN_AT_LOW_LEVELS,OTHER,1
STABILIZES_PASSIVE_FILM_IN,PROMOTES_OR_INCREASES,1
IS_FOUNDATIONAL_FOR,OTHER,1
IS_INDISPENSABLE_FOR,OTHER,1
HARMS_MECHANICAL_PROPERTIES_OF,OTHER,1
REQUIRES_IF_USED,USES_OR_APPLIES_TO,1
USES_CHEMICAL_FROM,USES_OR_APPLIES_TO,1
CAUSES_EROSSION,CAUSES_OR_CONTRIBUTES_TO,1
MUST_BE_REMOVED_FOR,OTHER,1
HINDERS_WETTING_OF,REDUCES_OR_INHIBITS,1
RESEMBLES_IN_CORROSION,COMPARES_WITH,1
REQUIRES_FOR_PASSIVITY,DEPENDS_ON_OR_REQUIRES,1
INDUCES_LOCALIZED_CORROSION,CAUSES_OR_CONTRIBUTES_TO,1
CLEANS_SURFACE_OF,OTHER,1
CAUSES_CORROSION_ON,CAUSES_OR_CONTRIBUTES_TO,1
INVOLVES_TRADE_OFF_WITH,CONTAINS_OR_PART_OF,1
MUST_CONSIDER_RESISTANCE_TO,REDUCES_OR_INHIBITS,1
FORMS_MARTENSITE_CAUSING,PRODUCES_OR_TRANSFORMS_TO,1
INCREASES_CORROSION_IN,PROMOTES_OR_INCREASES,1
MUST_BE_COMPATIBLE_WITH,OTHER,1
PERFORMS_ADEQUATELY_IN,PRODUCES_OR_TRANSFORMS_TO,1
IS_SUSCEPTIBLE_TO_CRACKING_IN,OTHER,1
USED_FOR_PROCESSING,USES_OR_APPLIES_TO,1
IS_A_SEVERE_FORM_OF,IS_A,1
DEFICIENCY_CAUSES,CAUSES_OR_CONTRIBUTES_TO,1
IS_VULNERABLE_TO_IN,OTHER,1
HAS_CCI_VALUE,HAS_OR_EXHIBITS,1
HAS_ENHANCED_RESISTANCE_TO,HAS_OR_EXHIBITS,1
SUSCEPTIBLE_TO_CORROSION_BY,OTHER,1
OUTPERFORMS_IN_CORROSION_RESISTANCE,REDUCES_OR_INHIBITS,1
HAS_LIMITED_RESISTANCE_IN,HAS_OR_EXHIBITS,1
MODIFIES_CORROSION_BEHAVIOR_IN,AFFECTS_OR_INFLUENCES,1
HAS_LOWER_AND_MORE_VARIABLE,HAS_OR_EXHIBITS,1
INCLUDES_SUFFIX,CONTAINS_OR_PART_OF,1
UNDERGOES_MATERIAL_TRANSFER_IN,PROCESSED_OR_SUBJECTED_TO,1
SUFFERS_CORROSION_UNDER,OTHER,1
SUFFERS_EROSION_IN,OTHER,1
IS_USABLE_IN,OTHER,1
REQUIRES_DRY_CONDITIONS_IN,DEPENDS_ON_OR_REQUIRES,1
HAS_EFFECTIVE_RESISTANCE_TO,HAS_OR_EXHIBITS,1
CONTAINS_MINIMUM_OF,CONTAINS_OR_PART_OF,1
TYPICALLY_CONTAINS,CONTAINS_OR_PART_OF,1
IMPROVES_PROPERTIES_WITH,PROMOTES_OR_INCREASES,1
HAS_SPECIFIC_CONTENT_IN,HAS_OR_EXHIBITS,1
ALTERNATIVE_WITH,AFFECTS_OR_INFLUENCES,1
REDUCES_CORROSION_SUSCEPTIBILITY,REDUCES_OR_INHIBITS,1
CAUSES_PITTING_AND_SCC_WITH_MOISTURE,CAUSES_OR_CONTRIBUTES_TO,1
ACCELERATES_CORROSION_IN,PROMOTES_OR_INCREASES,1
CAUSES_MASS_TRANSFER_IN,CAUSES_OR_CONTRIBUTES_TO,1
APPLICATION_DIFFERS_FROM,USES_OR_APPLIES_TO,1
EXHIBITS_DIFFERENT_PROPERTIES_IN,HAS_OR_EXHIBITS,1
REPORTS_STATISTICS_ON,OBSERVES_OR_MEASURES,1
PUBLISHED_REFERENCES_ON,PUBLICATION_METADATA,1
EXHIBITS_PROPERTY_DUE_TO,HAS_OR_EXHIBITS,1
HAS_CARBON_CONTENT,HAS_OR_EXHIBITS,1
EXCLUDES_EXCEPTION,NO_EFFECT_OR_EXCLUDES,1
HAS_LOWER_MECHANICAL_STRENGTH_THAN,HAS_OR_EXHIBITS,1
EXTENDS_TO_HIGHER_TEMPERATURE_THAN,CONNECTS_OR_FLOWS_TO,1
DRIVES_APPLICATION_OF,CAUSES_OR_CONTRIBUTES_TO,1
DRIVES_USAGE_OF,CAUSES_OR_CONTRIBUTES_TO,1
HAS_EQUAL_OR_HIGHER_SOLIDUS_THAN,HAS_OR_EXHIBITS,1
SUBSTRATE_IN,OTHER,1
HAS_SMALLER_MAX_SIZE_THAN,HAS_OR_EXHIBITS,1
FORMS_WHEN_INTERRUPTED,PRODUCES_OR_TRANSFORMS_TO,1
UNDERGOES_HARMFUL_CHANGES_INSTEAD_OF,PROCESSED_OR_SUBJECTED_TO,1
REDUCES_HEAT_EXTRACTION_EFFICIENCY_OF,REDUCES_OR_INHIBITS,1
SHARES_COMPOSITION,OTHER,1
SHARES_ADVANCED_PROCESSING,PROCESSED_OR_SUBJECTED_TO,1
HAS_ORDER_PARAMETER,HAS_OR_EXHIBITS,1
DEFINES_APPLICATION_LIMIT_FOR,REDUCES_OR_INHIBITS,1
PREVENTS_OR_CAUSES,CAUSES_OR_CONTRIBUTES_TO,1
ADDED_IN,PROCESSED_OR_SUBJECTED_TO,1
USES_INGOTS_FROM,USES_OR_APPLIES_TO,1
INITIALLY_USED_FOR,USES_OR_APPLIES_TO,1
REFINES_STRUCTURE_OF,OTHER,1
TEMPERATURE_DEPENDS_ON,DEPENDS_ON_OR_REQUIRES,1
NARROWS_PROCESSING_WINDOW_OF,PROCESSED_OR_SUBJECTED_TO,1
COUNTERACTS_EFFECT_OF,OTHER,1
REQUIRES_STRICT_TEMPERATURE_CONTROL_DURING,AFFECTS_OR_INFLUENCES,1
MUST_BE_DISCRETE_SPHERICAL,OTHER,1
REDUCES_FRACTURE_LIFE_IF_NETWORKED,REDUCES_OR_INHIBITS,1
STRENGTH_DEPENDS_ON,DEPENDS_ON_OR_REQUIRES,1
ENABLES_WELD_REPAIR,PROMOTES_OR_INCREASES,1
PREFERS_TO_PRECIPITATE_AT,PRODUCES_OR_TRANSFORMS_TO,1
FORMS_INEVITABLY_IN,PRODUCES_OR_TRANSFORMS_TO,1
LOCATED_UNDER,LOCATED_OR_OCCURS_IN,1
ENABLES_UNIFORM_MICROSTRUCTURE_IN,PROMOTES_OR_INCREASES,1
NUCLEATES_AT_BOUNDARIES_OF,OTHER,1
UNATTAINABLE_FOR,OTHER,1
POTENTIALLY_BENEFICIAL_IF_REMOVED,OTHER,1
REQUIRES_BALANCE_WITH,DEPENDS_ON_OR_REQUIRES,1
ENABLES_STORAGE,PROMOTES_OR_INCREASES,1
MUST_BE_REMOVED_BEFORE,OTHER,1
REQUIRES_SPECIAL_TOOLING_FOR,DEPENDS_ON_OR_REQUIRES,1
AGGREGATION_IMPROVES_PLASTICITY_OF,PROMOTES_OR_INCREASES,1
CAUSES_PROPERTY_DEGRADATION_IN,CAUSES_OR_CONTRIBUTES_TO,1
DIFFERS_FROM_SUBSTITUTION_IN,COMPARES_WITH,1
DISTINCT_FROM_SUBSTITUTION,OTHER,1
REACTIVATED_TO,PROMOTES_OR_INCREASES,1
STANDARDS_SOURCE_FOR,OTHER,1
USES_SUBSTATE_NOMENCLATURE,USES_OR_APPLIES_TO,1
APPLIES_TO_ALLOYS_THAT_SOFTEN_FROM,USES_OR_APPLIES_TO,1
CROSS_REFERENCES,PUBLICATION_METADATA,1
INCLUDES_ELEMENTS_FROM,CONTAINS_OR_PART_OF,1
INHIBITS_RECRYSTALLIZATION_DURING,REDUCES_OR_INHIBITS,1
IS_REQUIRED_TO_STRENGTHEN,PROMOTES_OR_INCREASES,1
EXCEEDS_AT,COMPARES_WITH,1
ENABLES_EUTECTIC_REACTION_BELOW_SOLUBILITY_LIMIT,PROMOTES_OR_INCREASES,1
PRESERVES_AS_RESIDUAL_PHASE,HAS_OR_EXHIBITS,1
CAUSES_OCCURRENCE_OF,CAUSES_OR_CONTRIBUTES_TO,1
FORMS_PRIMARY_PHASE,HAS_OR_EXHIBITS,1
CONSUMES_IN_PERITECTIC_REACTION,INTERACTS_WITH,1
DOES_NOT_STABILIZE_UNDER,PROMOTES_OR_INCREASES,1
FORMS_AFTER_OVERAGING,PRODUCES_OR_TRANSFORMS_TO,1
MODIFIES_TO,AFFECTS_OR_INFLUENCES,1
IS_AT_LEAST_AS_IMPORTANT_AS,IS_A,1
DEFINES_MAXIMUM_SOLUBILITY_IN,DESCRIBES_OR_DEFINES,1
HAS_HIGHER_FATIGUE_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_DIRECTIONALITY,HAS_OR_EXHIBITS,1
REQUIRES_SPECIAL_FORM,PRODUCES_OR_TRANSFORMS_TO,1
LACKS_DISTINCTION,NO_EFFECT_OR_EXCLUDES,1
HAS_HIGHER_DIRECTIONALITY_THAN,HAS_OR_EXHIBITS,1
HAS_LOWER_FATIGUE_RESISTANCE_THAN,HAS_OR_EXHIBITS,1
DEPENDS_ON_ORIENTATION_TO,DEPENDS_ON_OR_REQUIRES,1
EXHIBITS_DEBATE_ON,HAS_OR_EXHIBITS,1
LEAST_SENSITIVE_TO_TEMPERATURE,OTHER,1
IS_MANAGED_BY,OTHER,1
SPECIFIES_TOLERANCE_FOR,OTHER,1
IS_EASIEST_TO_PRODUCE_FOR,PRODUCES_OR_TRANSFORMS_TO,1
SERVES_AS_CLAD_FOR,OTHER,1
DECREASES_ANODICITY_OF,REDUCES_OR_INHIBITS,1
INCREASES_ANODICITY_OF,PROMOTES_OR_INCREASES,1
MAY_USE_AS_CLADDING,PROCESSED_OR_SUBJECTED_TO,1
SHOULD_NOT_REPLACE,PRODUCES_OR_TRANSFORMS_TO,1
IS_COMMONLY_USED_FOR,USES_OR_APPLIES_TO,1
PROVIDES_FEED_SOLUTION_FOR,PROMOTES_OR_INCREASES,1
COST_COMPARED_TO,COMPARES_WITH,1
ALWAYS_LOWER_COST_THAN,OTHER,1
COST_CROSSOVER_AT,OTHER,1
REDUCES_PROCESSING_OF,REDUCES_OR_INHIBITS,1
COST_DEPENDENT_ON,DEPENDS_ON_OR_REQUIRES,1
BEST_SUITED_FOR,OTHER,1
ENABLES_LOW_COST_VERSION_OF,PROMOTES_OR_INCREASES,1
ALTERNATIVE_TERM,AFFECTS_OR_INFLUENCES,1
HAS_GEOMETRIC_PARAMETER,HAS_OR_EXHIBITS,1
HAS_EFFICIENCY_METRIC,HAS_OR_EXHIBITS,1
STEP_IN,OTHER,1
SETS_THRESHOLD,OTHER,1
DEFINES_ANGLE_OF,DESCRIBES_OR_DEFINES,1
IS_QUANTITATIVE_ANALYSIS_OF,OTHER,1
DESIGNATES_STATE_OF,OTHER,1
USES_UNIT_SYSTEM,USES_OR_APPLIES_TO,1
HAS_TEMPER_STATE,HAS_OR_EXHIBITS,1
REQUIRES_TESTING,OBSERVES_OR_MEASURES,1
ENABLES_PROPERTY_ACHIEVEMENT,PROMOTES_OR_INCREASES,1
REDESIGNATES,OTHER,1
SHARES_PROCESS_WITH,PROCESSED_OR_SUBJECTED_TO,1
CONTAINS_VALUE_FOR,CONTAINS_OR_PART_OF,1
EXHIBITS_IMPROVED_ENVIRONMENTAL_RESISTANCE_WITH,HAS_OR_EXHIBITS,1
OUTPERFORMS_IN_HIGH_TEMPERATURE_STRENGTH,PRODUCES_OR_TRANSFORMS_TO,1
WAS_REFERRED_TO_AS,OTHER,1
ENABLES_HIGHER_SOLUTE_THAN,PROMOTES_OR_INCREASES,1
HAS_HIGHER_SPECIFIC_MODULUS_THAN,HAS_OR_EXHIBITS,1
IS_GENERATED_AS_HYDRIDE_IN,PRODUCES_OR_TRANSFORMS_TO,1
IS_MEASURED_UNDER,OBSERVES_OR_MEASURES,1
CONTAINS_AS_OXIDE,CONTAINS_OR_PART_OF,1
INFORMATION_PROVIDED_BY,PROMOTES_OR_INCREASES,1
PUBLISHES_REFERENCE_FOR,PUBLICATION_METADATA,1
APPLICATION_DOMAIN_INCLUDES,CONTAINS_OR_PART_OF,1
REQUIRES_LOW_PRESSURE_FOR,DEPENDS_ON_OR_REQUIRES,1
